,label,AuctionID,CategoryID,CategoryPath,Title,Id,Point,TotalGoodRating,TotalBadRating,IsSuspended,IsDeleted,ItemListURL,RatingURL,AuctionItemUrl,Image1,width,height,alt,Image2,width2,height3,alt4,Image3,width5,height6,alt7,Initprice,Price,Quantity,Bids,totalHighestBidders,IsMore,Id8,Point9,IsSuspended10,IsDeleted11,Condition,Comment,Allowed,Comment12,StartTime,EndTime,Bidorbuy,IsBidCreditRestrictions,IsBidderRestrictions,IsBidderRatioRestrictions,IsEarlyClosing,IsAutomaticExtension,IsOffer,IsCharity,StoreIcon,NewItemIcon,BuynowIcon,EasyPaymentIcon,FreeshippingIcon,FeaturedIcon,IsCreditCard,IsNetBank,totalBankMethodAvailable,Method,CashOnDelivery,PostalTransfer,totalOtherMethodAvailable,Method13,CashRegistration,BlindBusiness,SevenElevenReceive,ChargeForShipping,Location,IsWorldwide,ShipTime,Size,Weight,IsAdult,Proportion,AnsweredQAndANum,TaxRate,Reserved,totalShippingMethodAvailable,Name,PriceURL,SinglePrice,TaxinPrice,TaxinBidorbuy,YPoint,ns1:Message,ns1:Detail,ns1:Code
334,0,f133867802,2084193579,オークション > コンピュータ > パソコン > Windows > ノートブック、ノートパソコン > ソニー > 14インチ～,★SONY VAIO VGN FS33B/WHITE フェリカポート 動作確認OK　激安,gengengen0514,778,787,9,False,False,http://auctions.yahooapis.jp/AuctionWebService/V2/sellingList?sellerID=gengengen0514,http://auctions.yahooapis.jp/AuctionWebService/V1/ShowRating?id=gengengen0514,http://page6.auctions.yahoo.co.jp/jp/auction/f133867802,http://auctions.c.yimg.jp/c023.img.auctions.yahoo.co.jp/users/9/0/4/5/gengengen0514-img600x450-1397925324q4wrxx10533.jpg,600.0,450.0,,http://auctions.c.yimg.jp/c023.img.auctions.yahoo.co.jp/users/9/0/4/5/gengengen0514-img450x600-1397925324lci9ih10533.jpg,450.0,600.0,,http://auctions.c.yimg.jp/c023.img.auctions.yahoo.co.jp/users/9/0/4/5/gengengen0514-img600x450-1397925325hb3vtr10533.jpg,600.0,450.0,,8000,8000,1,0,0.0,False,,,,,used,,False,,2014-04-21T22:34:24+09:00,2014-04-22T22:34:24+09:00,12000.0,False,True,False,True,True,False,False,,,http://i.yimg.jp/images/auct/template/ui/auc_mod/ic_9008.gif,http://i.yimg.jp/images/pay/icon_s16.gif,,,,,,,,,,,,impossible,impossible,winner,神奈川県,False,after,－,－,False,0,0,0.0,,,,,,,,,,,
335,0,f133867802,2084193579,オークション > コンピュータ > パソコン > Windows > ノートブック、ノートパソコン > ソニー > 14インチ～,★SONY VAIO VGN FS33B/WHITE フェリカポート 動作確認OK　激安,gengengen0514,778,787,9,False,False,http://auctions.yahooapis.jp/AuctionWebService/V2/sellingList?sellerID=gengengen0514,http://auctions.yahooapis.jp/AuctionWebService/V1/ShowRating?id=gengengen0514,http://page6.auctions.yahoo.co.jp/jp/auction/f133867802,http://auctions.c.yimg.jp/c023.img.auctions.yahoo.co.jp/users/9/0/4/5/gengengen0514-img600x450-1397925324q4wrxx10533.jpg,600.0,450.0,,http://auctions.c.yimg.jp/c023.img.auctions.yahoo.co.jp/users/9/0/4/5/gengengen0514-img450x600-1397925324lci9ih10533.jpg,450.0,600.0,,http://auctions.c.yimg.jp/c023.img.auctions.yahoo.co.jp/users/9/0/4/5/gengengen0514-img600x450-1397925325hb3vtr10533.jpg,600.0,450.0,,8000,8000,1,0,,,,,,,used,,False,,2014-04-21T22:34:24+09:00,2014-04-22T22:34:24+09:00,12000.0,False,True,False,True,True,False,False,,,http://i.yimg.jp/images/auct/template/ui/auc_mod/ic_9008.gif,http://i.yimg.jp/images/pay/icon_s16.gif,,,True,True,0.0,,,,,,,impossible,impossible,winner,神奈川県,False,after,－,－,False,0,0,0.0,,,,,,,,,,,
350,0,r53081181,2084193579,オークション > コンピュータ > パソコン > Windows > ノートブック、ノートパソコン > ソニー > 14インチ～,★SONY(ソニー) VAIO PCG-F50 液晶ケーブル 動作確認済,pcworks2009,280,280,0,False,False,http://auctions.yahooapis.jp/AuctionWebService/V2/sellingList?sellerID=pcworks2009,http://auctions.yahooapis.jp/AuctionWebService/V1/ShowRating?id=pcworks2009,http://page13.auctions.yahoo.co.jp/jp/auction/r53081181,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-1236491253sn3v6n87888.jpg,600.0,450.0,,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-12364912546chpa587888.jpg,600.0,450.0,,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-1236491254cvoylh87888.jpg,600.0,450.0,,1980,1980,1,0,0.0,False,,,,,used,,False,,2014-04-20T22:40:05+09:00,2014-04-27T22:40:05+09:00,,True,True,True,True,True,False,False,,,,http://i.yimg.jp/images/pay/icon_s16.gif,,,,,,,,,,,,impossible,impossible,winner,千葉県,False,after,－,－,False,0,0,0.0,,,,,,,,,,,
351,0,r53081181,2084193579,オークション > コンピュータ > パソコン > Windows > ノートブック、ノートパソコン > ソニー > 14インチ～,★SONY(ソニー) VAIO PCG-F50 液晶ケーブル 動作確認済,pcworks2009,280,280,0,False,False,http://auctions.yahooapis.jp/AuctionWebService/V2/sellingList?sellerID=pcworks2009,http://auctions.yahooapis.jp/AuctionWebService/V1/ShowRating?id=pcworks2009,http://page13.auctions.yahoo.co.jp/jp/auction/r53081181,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-1236491253sn3v6n87888.jpg,600.0,450.0,,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-12364912546chpa587888.jpg,600.0,450.0,,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-1236491254cvoylh87888.jpg,600.0,450.0,,1980,1980,1,0,,,,,,,used,,False,,2014-04-20T22:40:05+09:00,2014-04-27T22:40:05+09:00,,True,True,True,True,True,False,False,,,,http://i.yimg.jp/images/pay/icon_s16.gif,,,True,True,5.0,イーバンク銀行,,,,,,impossible,impossible,winner,千葉県,False,after,－,－,False,0,0,0.0,,,,,,,,,,,
352,0,r53081181,2084193579,オークション > コンピュータ > パソコン > Windows > ノートブック、ノートパソコン > ソニー > 14インチ～,★SONY(ソニー) VAIO PCG-F50 液晶ケーブル 動作確認済,pcworks2009,280,280,0,False,False,http://auctions.yahooapis.jp/AuctionWebService/V2/sellingList?sellerID=pcworks2009,http://auctions.yahooapis.jp/AuctionWebService/V1/ShowRating?id=pcworks2009,http://page13.auctions.yahoo.co.jp/jp/auction/r53081181,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-1236491253sn3v6n87888.jpg,600.0,450.0,,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-12364912546chpa587888.jpg,600.0,450.0,,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-1236491254cvoylh87888.jpg,600.0,450.0,,1980,1980,1,0,,,,,,,used,,False,,2014-04-20T22:40:05+09:00,2014-04-27T22:40:05+09:00,,True,True,True,True,True,False,False,,,,http://i.yimg.jp/images/pay/icon_s16.gif,,,True,True,5.0,新生銀行,,,,,,impossible,impossible,winner,千葉県,False,after,－,－,False,0,0,0.0,,,,,,,,,,,
353,0,r53081181,2084193579,オークション > コンピュータ > パソコン > Windows > ノートブック、ノートパソコン > ソニー > 14インチ～,★SONY(ソニー) VAIO PCG-F50 液晶ケーブル 動作確認済,pcworks2009,280,280,0,False,False,http://auctions.yahooapis.jp/AuctionWebService/V2/sellingList?sellerID=pcworks2009,http://auctions.yahooapis.jp/AuctionWebService/V1/ShowRating?id=pcworks2009,http://page13.auctions.yahoo.co.jp/jp/auction/r53081181,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-1236491253sn3v6n87888.jpg,600.0,450.0,,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-12364912546chpa587888.jpg,600.0,450.0,,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-1236491254cvoylh87888.jpg,600.0,450.0,,1980,1980,1,0,,,,,,,used,,False,,2014-04-20T22:40:05+09:00,2014-04-27T22:40:05+09:00,,True,True,True,True,True,False,False,,,,http://i.yimg.jp/images/pay/icon_s16.gif,,,True,True,5.0,ゆうちょ銀行,,,,,,impossible,impossible,winner,千葉県,False,after,－,－,False,0,0,0.0,,,,,,,,,,,
354,0,r53081181,2084193579,オークション > コンピュータ > パソコン > Windows > ノートブック、ノートパソコン > ソニー > 14インチ～,★SONY(ソニー) VAIO PCG-F50 液晶ケーブル 動作確認済,pcworks2009,280,280,0,False,False,http://auctions.yahooapis.jp/AuctionWebService/V2/sellingList?sellerID=pcworks2009,http://auctions.yahooapis.jp/AuctionWebService/V1/ShowRating?id=pcworks2009,http://page13.auctions.yahoo.co.jp/jp/auction/r53081181,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-1236491253sn3v6n87888.jpg,600.0,450.0,,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-12364912546chpa587888.jpg,600.0,450.0,,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-1236491254cvoylh87888.jpg,600.0,450.0,,1980,1980,1,0,,,,,,,used,,False,,2014-04-20T22:40:05+09:00,2014-04-27T22:40:05+09:00,,True,True,True,True,True,False,False,,,,http://i.yimg.jp/images/pay/icon_s16.gif,,,True,True,5.0,東京三菱UFJ銀行,,,,,,impossible,impossible,winner,千葉県,False,after,－,－,False,0,0,0.0,,,,,,,,,,,
355,0,r53081181,2084193579,オークション > コンピュータ > パソコン > Windows > ノートブック、ノートパソコン > ソニー > 14インチ～,★SONY(ソニー) VAIO PCG-F50 液晶ケーブル 動作確認済,pcworks2009,280,280,0,False,False,http://auctions.yahooapis.jp/AuctionWebService/V2/sellingList?sellerID=pcworks2009,http://auctions.yahooapis.jp/AuctionWebService/V1/ShowRating?id=pcworks2009,http://page13.auctions.yahoo.co.jp/jp/auction/r53081181,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-1236491253sn3v6n87888.jpg,600.0,450.0,,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-12364912546chpa587888.jpg,600.0,450.0,,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-1236491254cvoylh87888.jpg,600.0,450.0,,1980,1980,1,0,,,,,,,used,,False,,2014-04-20T22:40:05+09:00,2014-04-27T22:40:05+09:00,,True,True,True,True,True,False,False,,,,http://i.yimg.jp/images/pay/icon_s16.gif,,,True,True,5.0,みずほ銀行,,,,,,impossible,impossible,winner,千葉県,False,after,－,－,False,0,0,0.0,,,,,,,,,,,
356,0,r53081181,2084193579,オークション > コンピュータ > パソコン > Windows > ノートブック、ノートパソコン > ソニー > 14インチ～,★SONY(ソニー) VAIO PCG-F50 液晶ケーブル 動作確認済,pcworks2009,280,280,0,False,False,http://auctions.yahooapis.jp/AuctionWebService/V2/sellingList?sellerID=pcworks2009,http://auctions.yahooapis.jp/AuctionWebService/V1/ShowRating?id=pcworks2009,http://page13.auctions.yahoo.co.jp/jp/auction/r53081181,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-1236491253sn3v6n87888.jpg,600.0,450.0,,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-12364912546chpa587888.jpg,600.0,450.0,,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-1236491254cvoylh87888.jpg,600.0,450.0,,1980,1980,1,0,,,,,,,used,,False,,2014-04-20T22:40:05+09:00,2014-04-27T22:40:05+09:00,,True,True,True,True,True,False,False,,,,http://i.yimg.jp/images/pay/icon_s16.gif,,,,,,,,,,,,impossible,impossible,winner,千葉県,False,after,－,－,False,0,0,0.0,,4.0,クロネコ宅急便,,,,,,,,
357,0,r53081181,2084193579,オークション > コンピュータ > パソコン > Windows > ノートブック、ノートパソコン > ソニー > 14インチ～,★SONY(ソニー) VAIO PCG-F50 液晶ケーブル 動作確認済,pcworks2009,280,280,0,False,False,http://auctions.yahooapis.jp/AuctionWebService/V2/sellingList?sellerID=pcworks2009,http://auctions.yahooapis.jp/AuctionWebService/V1/ShowRating?id=pcworks2009,http://page13.auctions.yahoo.co.jp/jp/auction/r53081181,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-1236491253sn3v6n87888.jpg,600.0,450.0,,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-12364912546chpa587888.jpg,600.0,450.0,,http://auctions.c.yimg.jp/img313.auctions.yahoo.co.jp/users/4/8/6/1/pcworks2009-img600x450-1236491254cvoylh87888.jpg,600.0,450.0,,1980,1980,1,0,,,,,,,used,,False,,2014-04-20T22:40:05+09:00,2014-04-27T22:40:05+09:00,,True,True,True,True,True,False,False,,,,http://i.yimg.jp/images/pay/icon_s16.gif,,,,,,,,,,,,impossible,impossible,winner,千葉県,False,after,－,－,False,0,0,0.0,,4.0,ペリカン便,,,,,,,,
